
Project:     session
Program:     Inertial Explorer Version 8.70.6912
Profile:     Mapper Localization Output
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\Users\mapper.ai\Desktop\paccar_dual_lidar_collect_20190410\session.cts
ProcessInfo: session by Unknown on 4/11/2019 at 11:34:22

Datum:       WGS84
Master 1:    Name P221, Status ENABLED
             Antenna height 0.008 m, to ARP [TRM59800.00(SCIT)]
             Lat, Lon, El Hgt 37 20 13.03169, -122 05 56.59197, 155.301 m [WGS84, 2019.274]
Remote:      Antenna height 0.000 m, to L1PC [Generic(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=0.880, y=-0.440, z=2.610 m (x-right, y-fwd, z-up)
Body to Sensor Rotations:
             xRot=0.000, yRot=90.000, zRot=180.000 degrees (Rotate IMU into Vehicle Frame)
IMU->Secondary Sensor Lever Arms: 
            x=0.000, y=-2.410, z=-1.380 m (x-right, y-fwd, z-up, IMU->SENSOR)
UTC Offset:  18 s
Geoid:       GEOID12B(CONUS).wpg [NAVD88] (Absolute correction)

Map projection Info:
  UTM Zone:    10

AccBdyX AccBdyY AccBdyZ VelBdyX VelBdyY VelBdyZ        Heading          Pitch           Roll         Easting        Northing        H-Ell       UTCTime   Undulation        H-MSL
(m/s^2) (m/s^2) (m/s^2)   (m/s)   (m/s)   (m/s)          (deg)          (deg)          (deg)             (m)             (m)          (m)         (sec)          (m)          (m)
  0.466   0.441   0.102   0.024   5.017  -0.030 -130.025375131   0.7006127919 001.1082550744 597156.51046394 4136255.1830909      -17.725 1554925332.00      -32.634       14.908
  0.833   0.372   0.392  -0.005   5.571  -0.031 -120.065008065   0.4368172934 000.8000496172 597152.19408129 4136252.0738211      -17.695 1554925333.00      -32.634       14.939
  2.770   0.840  -0.462  -0.001   6.056  -0.073 -109.607966805   0.3509996749 -00.1460813194 597146.95285361 4136249.5752359      -17.687 1554925334.00      -32.634       14.947
  1.566  -0.272  -0.106  -0.016   6.300   0.001 -100.156661282   0.6289013942 -00.2462629899 597140.93917431 4136247.8934728      -17.661 1554925335.00      -32.634       14.973
  0.793  -0.250  -0.104   0.006   6.173  -0.036 -93.1412743654   0.5996920059 000.4646057465 597134.77599753 4136247.1069724      -17.617 1554925336.00      -32.634       15.017
  0.778   1.074  -0.545  -0.054   6.459   0.001 -87.0371481738   0.4284406505 000.3924016052 597128.54108289 4136247.0104473      -17.578 1554925337.00      -32.634       15.055
  0.792   1.399   0.056  -0.022   7.594  -0.037 -80.5765734788   0.3080622177 001.0679933301 597121.55107702 4136247.6873261      -17.568 1554925338.00      -32.634       15.066
  0.558   0.049  -0.368   0.047   8.405  -0.013 -77.3082789759   0.1859649116 001.7302236793 597113.60301970 4136249.2017904      -17.566 1554925339.00      -32.634       15.069
 -0.055  -0.018   0.674   0.041   8.373  -0.034 -77.4126088608   0.4416874347 001.5514493881 597105.43151166 4136251.0007890      -17.572 1554925340.00      -32.634       15.062
  0.205   1.220  -0.226   0.042   9.224  -0.015 -77.8372794490   0.2693932961 001.3675012880 597096.92086004 4136252.8093448      -17.564 1554925341.00      -32.634       15.070
 -0.698   0.983   0.087   0.024  10.421  -0.022 -77.6695002178   0.2256479685 000.7277767210 597087.30041115 4136254.8163072      -17.572 1554925342.00      -32.634       15.063
  0.116  -0.135  -0.135   0.053  11.174  -0.027 -77.2994095892   0.0498129507 -00.3982056676 597076.61707826 4136257.1030140      -17.593 1554925343.00      -32.635       15.041
  0.157   0.375  -0.205   0.024  11.124  -0.097 -76.9983088087   0.0500994296 -00.5354061412 597065.74799792 4136259.4618495      -17.621 1554925344.00      -32.635       15.013
  0.509   0.318  -0.046   0.023  11.626  -0.050 -76.1186409763  -0.0175095902 -00.3323957353 597054.68094155 4136261.9595718      -17.657 1554925345.00      -32.635       14.978
  0.206   0.618   0.113  -0.038  12.145  -0.066 -74.7195926321   0.1179089847 -00.5021917779 597043.13642303 4136264.8008405      -17.709 1554925346.00      -32.635       14.926
  0.146  -0.293   0.201   0.060  12.640  -0.024 -73.9571347758  -0.3420271558 -00.2596071770 597031.19051240 4136268.0379502      -17.745 1554925347.00      -32.635       14.890
  0.577  -1.159   0.873  -0.168  12.940   0.031 -73.7983567117   0.0136535843 -01.0489195651 597018.78852282 4136271.4781283      -17.844 1554925348.00      -32.635       14.792
 -0.887   0.639   0.030  -0.026  12.736  -0.120 -73.4591886152   0.5305531887 -00.0653687548 597006.48524257 4136274.9414907      -17.835 1554925349.00      -32.635       14.801
 -0.200   0.157  -0.091   0.019  12.808  -0.044 -73.3577292489   0.0648072562 000.0527923312 596994.24527694 4136278.4619477      -17.798 1554925350.00      -32.636       14.837
  0.114   0.202  -0.082   0.045  12.920  -0.042 -73.4182106737   0.0961881546 000.3852109848 596981.87846555 4136282.0408376      -17.823 1554925351.00      -32.636       14.812
  0.186   0.148  -0.332   0.049  12.932  -0.055 -73.4946375140   0.0896564358 000.0907794331 596969.45041708 4136285.6066973      -17.853 1554925352.00      -32.636       14.783
  0.143   0.135  -0.072   0.016  13.043  -0.049 -73.1577039530   0.0112872686 000.2549031935 596956.98659773 4136289.1953178      -17.891 1554925353.00      -32.636       14.745
 -0.134   0.144   0.114   0.035  13.229  -0.062 -73.1479694001   0.0564649907 000.0504833113 596944.38158908 4136292.8939624      -17.947 1554925354.00      -32.636       14.689
 -0.120   0.336   0.053   0.056  13.395  -0.077 -73.1821577917   0.0764268403 000.2332568480 596931.60807627 4136296.6303605      -17.996 1554925355.00      -32.636       14.641
  0.367   0.334   0.302   0.019  13.526  -0.087 -73.1273887561   0.0794463279 -00.2198782835 596918.70243276 4136300.4176214      -18.044 1554925356.00      -32.636       14.593
 -0.173   0.140   0.283   0.005  13.713  -0.077 -73.2910541503   0.1800061505 -00.1329892338 596905.65322709 4136304.2267030      -18.063 1554925357.00      -32.637       14.574
  0.096   0.384  -0.009   0.034  13.982  -0.093 -73.3792896507   0.1001129155 000.0163407563 596892.36890535 4136308.0764317      -18.095 1554925358.00      -32.637       14.542
 -0.403   0.190   0.309   0.056  14.252  -0.103 -73.3830081468   0.2319619634 000.2724700795 596878.82273122 4136312.0069964      -18.133 1554925359.00      -32.637       14.503
 -0.215   0.294  -0.158   0.045  14.497  -0.057 -73.4370495260   0.1517593312 000.5070046233 596865.02518460 4136316.0031800      -18.150 1554925360.00      -32.637       14.487
  0.609   0.342   0.233   0.089  14.772  -0.057 -73.3254831842   0.0122842151 000.6173505651 596850.96830843 4136320.0640023      -18.177 1554925361.00      -32.637       14.460
 -0.697   0.038   0.031   0.050  14.684  -0.092 -73.1178089018   0.1332585240 000.2076685528 596836.82220826 4136324.2222109      -18.238 1554925362.00      -32.637       14.399
 -0.272  -0.037   0.066   0.041  14.640  -0.056 -72.8935474912   0.0788619109 000.0228782048 596822.77977289 4136328.3980563      -18.267 1554925363.00      -32.637       14.370
  0.132   0.091   0.109   0.018  14.327  -0.102 -73.0563076120   0.0277254277 -00.0401356935 596808.91727101 4136332.5362378      -18.322 1554925364.00      -32.638       14.316
  0.563  -0.869   0.397   0.043  13.643  -0.047 -73.6262401900   0.1140357900 000.0672251381 596795.46795023 4136336.4479953      -18.357 1554925365.00      -32.638       14.280
 -0.246  -0.753   0.435   0.010  12.898  -0.066 -73.3274197815   0.0488962182 -00.3262192502 596782.71719129 4136340.0758369      -18.376 1554925366.00      -32.638       14.261
  0.213  -1.724   0.290  -0.037  11.502  -0.012 -72.3007080605   0.0880120469 -00.0768508291 596770.99869148 4136343.5355946      -18.388 1554925367.00      -32.638       14.250
  0.543  -0.484   0.012   0.041  10.341  -0.019 -71.7391234776  -0.0617075545 000.1888640780 596760.68579993 4136346.7938420      -18.415 1554925368.00      -32.638       14.223
 -0.178  -0.811   0.242   0.007   9.758  -0.038 -71.7618183359   0.0178705536 -00.1881020441 596751.11087883 4136349.8565779      -18.461 1554925369.00      -32.638       14.178
 -0.128  -1.193   0.161  -0.021   8.646  -0.007 -71.7121944613  -0.1023359918 000.2214138104 596742.34340543 4136352.6519581      -18.491 1554925370.00      -32.638       14.147
  0.308  -0.444  -0.001   0.047   7.711  -0.019 -72.1088932499   0.1863029567 000.2133465646 596734.61315942 4136355.1080731      -18.518 1554925371.00      -32.638       14.120
 -0.242  -0.636  -0.100   0.047   7.206   0.022 -72.0874932762  -0.2479417563 000.4966799239 596727.49510487 4136357.3295388      -18.532 1554925372.00      -32.638       14.107
 -0.077  -0.778   0.182   0.016   6.665  -0.022 -72.0724302158  -0.0202998947 000.2168301480 596720.87584647 4136359.4129472      -18.583 1554925373.00      -32.639       14.056
  0.125  -1.099   0.380  -0.003   5.832   0.003 -71.7616292598  -0.2001971832 000.2337954283 596714.88552244 4136361.3065523      -18.602 1554925374.00      -32.639       14.037
 -0.361  -0.969   0.163   0.021   4.810  -0.027 -71.5464606894  -0.0423243923 000.1157603929 596709.82039477 4136362.9400474      -18.628 1554925375.00      -32.639       14.010
  0.143  -1.418   0.089  -0.001   3.605   0.009 -71.4055417197   0.0462205053 -00.0158308239 596705.79165698 4136364.2550802      -18.635 1554925376.00      -32.639       14.003
 -0.095  -1.421   0.026   0.004   2.162   0.003 -71.3308394824  -0.0511937790 -00.0709321750 596703.04022213 4136365.1594591      -18.632 1554925377.00      -32.639       14.006
  0.143  -0.163   0.022  -0.003   1.284  -0.001 -71.3388265141   0.0731208738 -00.2104817756 596701.55093428 4136365.6543175      -18.641 1554925378.00      -32.639       13.998
 -0.145  -0.165   0.103  -0.002   1.203  -0.012 -71.3675087813   0.0608251995 -00.2033599102 596700.37428360 4136366.0431971      -18.642 1554925379.00      -32.639       13.997
  0.074  -0.045  -0.116   0.003   1.142   0.001 -71.3969588120   0.0338388874 -00.2759135558 596699.25786342 4136366.4103213      -18.645 1554925380.00      -32.639       13.994
 -0.382   0.290  -0.062  -0.010   1.096  -0.006 -71.4632213810   0.0406284373 -00.1583941825 596698.20012619 4136366.7534288      -18.649 1554925381.00      -32.639       13.990
 -0.363   1.311   0.106  -0.010   1.734  -0.030 -71.7922080174   0.1954072560 000.4287099406 596696.96667152 4136367.1390349      -18.663 1554925382.00      -32.639       13.976
 -0.232  -0.120   0.221   0.055   2.945   0.030 -73.5118033296   0.2623802927 000.8871506612 596694.64777373 4136367.8419741      -18.670 1554925383.00      -32.639       13.969
 -0.851  -0.012  -0.211   0.064   3.176  -0.007 -78.6878238367   0.2428825389 001.9869488786 596691.76467269 4136368.5303198      -18.681 1554925384.00      -32.639       13.958
 -0.740   0.443  -0.162   0.026   3.574  -0.021 -88.4790537611   0.3222944893 001.1745806688 596688.40488623 4136368.9065610      -18.684 1554925385.00      -32.639       13.955
 -0.840   0.749  -0.117   0.026   4.269  -0.036 -99.7248287216   0.4543899090 001.5494096583 596684.49814117 4136368.6018686      -18.687 1554925386.00      -32.639       13.952
 -0.810   0.282   0.025   0.081   4.701  -0.039 -111.144525020   1.1527452472 000.7930538026 596680.12828914 4136367.3969039      -18.689 1554925387.00      -32.639       13.950
 -0.610   0.512  -0.353   0.050   5.037  -0.010 -119.020236715   0.8351833892 000.6596233912 596675.76195832 4136365.2804776      -18.617 1554925388.00      -32.639       14.022
 -0.310   0.133   0.209  -0.016   5.066  -0.005 -123.318291074   0.7481682889 -00.1228249625 596671.41215085 4136362.5917702      -18.575 1554925389.00      -32.639       14.065
  0.048   0.367   0.235  -0.018   5.028  -0.046 -122.704544413   0.5567660078 -00.8788485028 596667.24695897 4136359.7900411      -18.530 1554925390.00      -32.639       14.109
  0.786   0.945   0.459  -0.041   5.819  -0.056 -116.125327348   1.1989542934 -01.2511106414 596662.64970014 4136357.0664249      -18.498 1554925391.00      -32.639       14.141
  0.920  -0.245  -0.230  -0.058   6.170  -0.032 -104.042294891   1.3842373851 -00.5414966826 596656.95384285 4136354.8316063      -18.390 1554925392.00      -32.639       14.249
  1.098   0.508   0.173  -0.056   6.000  -0.091 -90.9379708938   2.3234527212 000.9516427907 596651.01393497 4136353.9307764      -18.271 1554925393.00      -32.639       14.368
  1.603   1.252   0.038  -0.076   6.971  -0.021 -78.0900225916   2.2354865110 000.7655231805 596644.64923492 4136354.4532606      -18.052 1554925394.00      -32.639       14.587
  1.928   1.178  -0.122  -0.032   8.276  -0.087 -65.6649572492   1.7891237407 000.5400127219 596637.38922267 4136356.6960563      -17.813 1554925395.00      -32.640       14.826
  1.051  -0.288  -0.112  -0.035   8.302   0.040 -57.6637448796   0.4587844953 000.2241124416 596629.99087504 4136360.5862854      -17.617 1554925396.00      -32.640       15.023
  0.480   1.486   0.085   0.034   9.084  -0.039 -54.2338648194   0.3589752474 000.8772556801 596622.86506308 4136365.3213665      -17.596 1554925397.00      -32.640       15.044
  0.699   1.822  -0.167   0.006  10.661  -0.062 -53.1632759904   0.2047006315 -00.1375900849 596614.89556713 4136371.1089914      -17.602 1554925398.00      -32.640       15.038
  0.236   0.006   0.183  -0.001  11.199  -0.031 -52.9825593723   0.1436978150 -01.8241715690 596605.95587138 4136377.7189076      -17.613 1554925399.00      -32.640       15.027
 -0.211   0.651   0.024  -0.038  11.258  -0.071 -52.8993143342   0.1044043694 -02.6197463858 596596.96655414 4136384.3314956      -17.624 1554925400.00      -32.640       15.016
 -0.403   1.293   0.048   0.033  12.307  -0.046 -53.0184838260  -0.0673397297 -01.7442324974 596587.52964152 4136391.2709179      -17.668 1554925401.00      -32.640       14.972
 -0.400   1.590   0.400   0.003  13.755  -0.109 -53.5083111747   0.0256856980 -02.2267087975 596577.02303665 4136398.9510747      -17.747 1554925402.00      -32.640       14.893
 -0.261  -0.333   0.206   0.053  14.870  -0.029 -54.1579249932   0.1267268051 -02.3331872742 596565.28961438 4136407.3538577      -17.798 1554925403.00      -32.640       14.842
 -0.161   0.235   0.370   0.008  14.842  -0.084 -55.4130864463  -0.1055617442 -02.6959612317 596553.10361415 4136415.8049702      -17.866 1554925404.00      -32.640       14.774
 -0.670   1.053   0.075   0.069  15.616  -0.127 -57.1865226025   0.0618794419 -02.6301570290 596540.42133537 4136424.0960587      -17.959 1554925405.00      -32.640       14.681
 -0.168   1.268   0.018   0.039  16.857  -0.102 -58.1291012008  -0.0214859173 -02.6437418583 596526.63236211 4136432.6066984      -18.049 1554925406.00      -32.640       14.591
  0.327   1.465  -0.227   0.006  18.209  -0.109 -58.8799108252  -0.1348742650 -02.2088210552 596511.59063220 4136441.6067170      -18.186 1554925407.00      -32.640       14.455
 -0.007   1.494   0.082   0.046  19.550  -0.135 -59.6100252139   0.0686231551 -02.1236279606 596495.27377407 4136451.1192687      -18.332 1554925408.00      -32.641       14.308
 -0.289  -0.309   0.148   0.006  19.981  -0.044 -60.4462112793   0.0486784943 -03.1584413048 596477.92642238 4136460.9277628      -18.364 1554925409.00      -32.641       14.277
  0.244   0.321  -0.019  -0.002  19.982  -0.124 -61.3007606420  -0.0132525138 -03.0809086560 596460.41281600 4136470.4311895      -18.465 1554925410.00      -32.641       14.176
  0.106   0.983   0.200   0.033  20.640  -0.132 -62.0947254474   0.1359858031 -02.3650666459 596442.46282192 4136479.8437193      -18.570 1554925411.00      -32.641       14.071
 -0.464   0.797   0.159   0.037  21.535  -0.117 -62.8535163738   0.2238488810 -02.2791172470 596423.67845058 4136489.4136116      -18.617 1554925412.00      -32.641       14.024
 -0.746   1.049  -0.043   0.126  22.482  -0.144 -64.0433491791   0.2551438357 -01.8119847567 596403.91874120 4136499.1187866      -18.683 1554925413.00      -32.641       13.958
 -0.084   0.994   0.045   0.115  23.359  -0.134 -65.4941184234   0.1681115467 -01.9350045249 596383.12650631 4136508.7662619      -18.715 1554925414.00      -32.642       13.927
 -0.869   0.571   0.498   0.183  24.191  -0.161 -67.1546245982   0.2218320695 -01.6231206787 596361.31202950 4136518.2080779      -18.764 1554925415.00      -32.642       13.877
 -0.625   0.048   0.126   0.134  24.923  -0.130 -68.3873203761  -0.0105882601 -01.3630723242 596338.49693623 4136527.3456783      -18.879 1554925416.00      -32.642       13.763
 -0.045  -0.188   0.011   0.049  24.828  -0.105 -68.1815884206  -0.1586806614 -00.9979377805 596315.24373846 4136536.3459400      -19.087 1554925417.00      -32.642       13.555
 -0.029  -0.149   0.102   0.086  24.513  -0.133 -68.5433826204  -0.3479114324 -01.0408007532 596292.25589087 4136545.2427519      -19.281 1554925418.00      -32.642       13.362
  0.352   0.230   0.090   0.017  24.373  -0.112 -68.4493602462  -0.1968396505 -00.4895752472 596269.43163451 4136553.9378827      -19.475 1554925419.00      -32.643       13.168
 -0.365   0.280   0.027   0.066  24.514  -0.142 -68.0006426193  -0.0724275949 000.3456998153 596246.67120434 4136562.7702507      -19.656 1554925420.00      -32.643       12.986
 -0.471  -0.001   0.108   0.166  24.681  -0.118 -68.4958385825   0.2181250326 000.5515349032 596223.76472213 4136571.7517436      -19.778 1554925421.00      -32.643       12.865
  0.045  -0.087  -0.037   0.029  24.711  -0.141 -68.2777593865   0.3078903304 -00.2104875052 596200.71325406 4136580.6241095      -19.810 1554925422.00      -32.643       12.833
 -0.122  -0.445   0.297   0.145  24.639  -0.120 -68.5383806988   0.6839454496 -00.0670704395 596177.69988641 4136589.5326700      -19.744 1554925423.00      -32.643       12.899
  0.539  -0.287   0.007   0.051  24.534  -0.157 -68.3349348449   1.0380333670 000.3488224353 596154.74971972 4136598.3592519      -19.561 1554925424.00      -32.644       13.083
 -0.362  -0.179   0.357   0.110  24.348  -0.115 -68.4483346517   1.3326539949 000.5290864168 596131.97311422 4136607.2165393      -19.157 1554925425.00      -32.644       13.487
 -0.427  -0.400   0.210   0.088  24.154  -0.117 -68.7722047750   1.9260377354 -01.0555716051 596109.33152809 4136615.8982871      -18.611 1554925426.00      -32.644       14.033
 -0.243  -0.119  -0.132  -0.009  23.980  -0.106 -68.6626781629   2.0136372527 -02.6703500183 596086.83750287 4136624.3987648      -17.878 1554925427.00      -32.644       14.766
 -0.498  -0.063  -0.043   0.015  23.863  -0.134 -68.8617007826   2.0000352346 -01.9278998482 596064.47526969 4136632.7998640      -17.154 1554925428.00      -32.644       15.490
 -0.022  -0.076   0.042   0.158  23.821  -0.131 -70.2377964375   1.8068109478 -02.1693442631 596042.12000243 4136640.9973474      -16.459 1554925429.00      -32.645       16.186
 -0.322   0.206   0.033   0.093  23.831  -0.095 -71.0357948658   1.5177709289 -02.0135742273 596019.61045042 4136648.7246725      -15.858 1554925430.00      -32.645       16.787
 -0.647   0.325   0.061   0.145  23.916  -0.101 -72.6356763763   1.1976594087 -01.6636975497 595996.89238190 4136656.0276934      -15.402 1554925431.00      -32.645       17.243
 -0.298   0.364  -0.040   0.082  23.981  -0.115 -73.2566423051   1.4148963568 -01.8051493702 595973.94207890 4136662.8914838      -14.999 1554925432.00      -32.645       17.647
 -0.864   0.134   0.316   0.127  24.103  -0.171 -74.6243097508   0.9482566101 -01.9838491769 595950.81863730 4136669.4063930      -14.642 1554925433.00      -32.646       18.003
 -1.118   0.208   0.088   0.148  24.215  -0.100 -75.8024484875   0.6718732289 -01.2473405792 595927.43195873 4136675.4147611      -14.435 1554925434.00      -32.646       18.211
  0.518  -0.939   0.788   0.111  23.804  -0.199 -76.9917484420   1.1893457911 -00.8408442122 595904.02397538 4136680.9429729      -14.269 1554925435.00      -32.646       18.377
  0.446  -1.127   0.203   0.023  23.271  -0.063 -77.7140935230   0.1726894795 -02.2814606444 595881.06313147 4136685.9275527      -14.074 1554925436.00      -32.646       18.572
 -0.266  -0.371  -0.087  -0.031  22.991  -0.053 -78.2273548455  -0.4586756333 -01.8674069642 595858.41258166 4136690.4754968      -14.186 1554925437.00      -32.647       18.461
  0.214   0.360   0.018   0.039  23.006  -0.047 -78.7140481150  -1.0209191177 -01.3225298306 595835.84970064 4136694.8535542      -14.626 1554925438.00      -32.647       18.021
 -0.243   0.269   0.141   0.068  23.338  -0.100 -79.0987663561  -0.2458447307 -00.2789616913 595813.05305422 4136699.0868971      -15.019 1554925439.00      -32.647       17.628
 -0.067   0.474   0.217   0.011  23.615  -0.120 -78.6103656724  -0.0254335965 -00.1575977711 595789.97287857 4136703.3938790      -15.199 1554925440.00      -32.647       17.449
 -0.325   0.019  -0.277   0.141  23.736  -0.097 -78.8601924598   0.0870552074 000.4989602959 595766.71121863 4136707.8489335      -15.271 1554925441.00      -32.648       17.376
  0.354  -0.201   0.176   0.004  23.651  -0.114 -78.5139540642   0.3310779323 -00.2914922783 595743.40564551 4136712.2644923      -15.330 1554925442.00      -32.648       17.318
 -1.246  -0.107  -1.526   0.187  23.061   0.156 -78.2286325414   1.1087879251 000.0354259805 595720.41600131 4136716.8181335      -15.321 1554925443.00      -32.648       17.327
  0.189  -0.408  -0.593   0.136  22.856  -0.118 -79.0616444205  -0.0332372817 000.6906375967 595697.85456755 4136721.2224798      -15.306 1554925444.00      -32.648       17.342
  0.582  -0.573  -0.233   0.095  22.689  -0.049 -78.9605632063  -0.1439556460 000.6055304458 595675.48606404 4136725.3698155      -15.391 1554925445.00      -32.649       17.257
 -0.089  -0.137   1.795   0.141  22.805  -0.173 -79.2709229848   0.7477958663 000.5695773441 595653.14017932 4136729.5350856      -15.570 1554925446.00      -32.649       17.079
 -0.276   0.168  -0.153   0.076  23.012  -0.112 -79.2643568885   0.3380450991 -01.3947912677 595630.64252155 4136733.6293957      -15.486 1554925447.00      -32.649       17.163
 -0.013   0.321   0.116  -0.081  23.309  -0.085 -79.1914537386   0.0989841887 -02.6338010405 595607.84763016 4136737.6547556      -15.459 1554925448.00      -32.649       17.190
 -0.838   0.198   0.221  -0.013  23.614  -0.105 -79.2543759637  -0.3275828898 -02.9951655219 595584.75858433 4136741.7540947      -15.602 1554925449.00      -32.649       17.047
 -0.365   0.521   0.059  -0.003  23.863  -0.079 -79.8114341800  -0.4996535748 -03.0757291175 595561.38080727 4136745.7887847      -15.863 1554925450.00      -32.650       16.786
 -0.492   0.321  -0.160  -0.043  24.140  -0.076 -79.9081494558  -0.7704334288 -02.8147353827 595537.70541445 4136749.6602466      -16.219 1554925451.00      -32.650       16.431
 -0.109   0.181  -0.354   0.032  24.360  -0.069 -80.0403136304  -1.3632728594 -01.9258028227 595513.77626752 4136753.5941102      -16.713 1554925452.00      -32.650       15.937
 -0.452  -0.007  -0.041   0.039  24.243  -0.131 -80.8633732327  -1.5754620493 -01.2762978661 595489.80131802 4136757.4222156      -17.452 1554925453.00      -32.650       15.199
 -0.842  -0.025   0.672  -0.041  24.128  -0.172 -80.4484601158  -1.2192656472 -00.2913719571 595465.92396628 4136761.0282730      -18.195 1554925454.00      -32.651       14.456
  0.273  -0.262   0.084   0.200  24.059  -0.131 -81.1596096015  -1.2229956024 001.2748654716 595442.14993398 4136764.7173354      -18.801 1554925455.00      -32.651       13.850
 -0.174   0.117  -0.258   0.200  23.983  -0.114 -81.4824369416  -0.8730902770 001.4322913554 595418.39476335 4136768.2268821      -19.356 1554925456.00      -32.651       13.295
 -0.409   0.167   0.152   0.046  23.934  -0.111 -80.9949300720  -0.9316752115 000.9245361574 595394.70593278 4136771.6744730      -19.881 1554925457.00      -32.652       12.771
  0.697   0.170  -0.044   0.012  24.046  -0.117 -80.4408168588  -0.7734701051 001.0188220921 595371.00659090 4136775.2998440      -20.356 1554925458.00      -32.652       12.295
 -0.302  -0.170   0.161   0.059  24.174  -0.104 -79.6741935993  -0.7001085890 001.2633203721 595347.22919268 4136779.2579530      -20.775 1554925459.00      -32.652       11.877
  0.088   0.255   0.025  -0.043  24.260  -0.120 -78.7678717703  -0.4115326659 000.3889867767 595323.38450253 4136783.4960293      -21.103 1554925460.00      -32.652       11.550
  0.348  -0.011  -0.213  -0.079  24.267  -0.067 -77.0648807749  -0.3337536452 000.3454305251 595299.58843954 4136788.2261968      -21.328 1554925461.00      -32.653       11.325
  0.370  -0.131   0.059   0.052  24.215  -0.126 -76.2457172857   0.2025806876 001.4013745528 595275.93796568 4136793.5620643      -21.508 1554925462.00      -32.653       11.145
  0.290  -0.095   0.055  -0.016  24.067  -0.067 -75.2383027832   0.3030087300 000.6348486962 595252.48500556 4136799.2469283      -21.473 1554925463.00      -32.653       11.180
  0.691   0.132  -0.182  -0.025  23.937  -0.105 -73.8048425939   0.1082775641 000.3437231109 595229.28594423 4136805.3547054      -21.460 1554925464.00      -32.653       11.193
  0.134   0.072  -0.170   0.076  23.911  -0.094 -73.3472154733  -0.0192227340 000.5944780899 595206.30895830 4136811.9160671      -21.531 1554925465.00      -32.653       11.123
 -0.213  -0.007  -0.295   0.106  24.001  -0.104 -73.6909615025  -0.0302922786 000.3105889616 595183.30489320 4136818.5679691      -21.646 1554925466.00      -32.654       11.008
  0.005   0.153   0.160  -0.020  24.054  -0.100 -73.4745095067   0.1009265156 000.0167475564 595160.19289027 4136825.1283375      -21.724 1554925467.00      -32.654       10.930
 -0.228   0.130  -0.084   0.073  24.102  -0.093 -73.3732735939   0.1061003245 000.4060609190 595137.06425671 4136831.7914846      -21.778 1554925468.00      -32.654       10.876
  0.392   0.274  -0.235   0.067  24.202  -0.120 -73.2885331360   0.0393335526 000.0785754320 595113.88302210 4136838.5155947      -21.874 1554925469.00      -32.654       10.780
  0.066   0.174   0.201   0.050  24.279  -0.096 -73.0566743050   0.0287624813 000.3882648499 595090.63600774 4136845.3062821      -21.920 1554925470.00      -32.654       10.735
 -0.011   0.316  -0.003   0.078  24.462  -0.107 -72.8835493776   0.1140472491 000.7212507317 595067.27606259 4136852.2444250      -21.976 1554925471.00      -32.655       10.678
 -0.506   0.177  -0.269   0.075  24.615  -0.104 -72.8244888881   0.2188870665 000.7883154416 595043.77884408 4136859.3083879      -21.995 1554925472.00      -32.655       10.660
 -0.429   0.261  -0.490   0.145  24.773  -0.100 -73.2501449637   0.1552830216 000.7469077817 595020.12374429 4136866.3678037      -22.025 1554925473.00      -32.655       10.630
 -0.003   0.393  -0.046   0.063  24.941  -0.107 -72.9005318467   0.2064366936 000.5219187147 594996.28513239 4136873.3975861      -22.053 1554925474.00      -32.655       10.602
  0.009   0.436   0.153   0.167  25.084  -0.112 -73.3348510441   0.2841240410 001.1699798177 594972.30951732 4136880.5212733      -22.074 1554925475.00      -32.655       10.582
  0.245   0.282   0.244   0.187  25.239  -0.128 -73.8486222990   0.3357131609 001.3013189330 594948.14553530 4136887.5222417      -22.089 1554925476.00      -32.656       10.567
  0.218  -0.162  -0.059   0.089  25.366  -0.133 -74.0598775677   0.3383831442 000.5031027807 594923.78531844 4136894.3366933      -22.083 1554925477.00      -32.656       10.573
  0.243  -0.047  -0.343   0.107  25.401  -0.101 -73.8973752778   0.3470634548 000.3792464942 594899.33113084 4136901.1600393      -22.029 1554925478.00      -32.656       10.627
  0.418  -0.279  -0.198   0.105  25.088  -0.090 -73.7957612128   0.3879497231 000.4486316832 594875.03054460 4136907.9714065      -21.957 1554925479.00      -32.656       10.699
  0.062   0.017   0.161   0.071  25.010  -0.104 -73.6800581157   0.3205355089 000.8488942693 594850.96014110 4136914.7610280      -21.902 1554925480.00      -32.656       10.755
  0.260   0.077  -0.675   0.118  25.053  -0.116 -73.7156330652   0.4253581375 000.9678002005 594826.89528864 4136921.6227498      -21.854 1554925481.00      -32.657       10.803
  0.378   0.299  -0.156   0.151  25.075  -0.093 -74.0030401544   0.3853370355 000.9752715701 594802.78250780 4136928.4543442      -21.774 1554925482.00      -32.657       10.883
  0.105  -0.244  -0.027   0.075  24.992  -0.092 -73.9066285462   0.3429037812 000.4464773619 594778.64289042 4136935.1969829      -21.703 1554925483.00      -32.657       10.954
  0.088  -0.624   0.014   0.055  24.534  -0.119 -73.9017297570   0.4310533380 000.2185662101 594754.80229786 4136941.8602983      -21.648 1554925484.00      -32.657       11.009
 -0.158  -0.542   0.026   0.075  24.087  -0.068 -73.8852056542   0.3169774410 000.3524950947 594731.39683751 4136948.3978616      -21.601 1554925485.00      -32.657       11.056
