
Project:     session
Program:     Inertial Explorer Version 8.70.6912
Profile:     Mapper Localization Output
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\Users\mapper.ai\Desktop\paccar_dual_lidar_collect_20190410\session.cts
ProcessInfo: session by Unknown on 4/11/2019 at 11:34:22

Datum:       WGS84
Master 1:    Name P221, Status ENABLED
             Antenna height 0.008 m, to ARP [TRM59800.00(SCIT)]
             Lat, Lon, El Hgt 37 20 13.03169, -122 05 56.59197, 155.301 m [WGS84, 2019.274]
Remote:      Antenna height 0.000 m, to L1PC [Generic(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=0.880, y=-0.440, z=2.610 m (x-right, y-fwd, z-up)
Body to Sensor Rotations:
             xRot=0.000, yRot=90.000, zRot=180.000 degrees (Rotate IMU into Vehicle Frame)
IMU->Secondary Sensor Lever Arms: 
            x=0.000, y=-2.410, z=-1.380 m (x-right, y-fwd, z-up, IMU->SENSOR)
UTC Offset:  18 s
Geoid:       GEOID12B(CONUS).wpg [NAVD88] (Absolute correction)

Map projection Info:
  UTM Zone:    10

AccBdyX AccBdyY AccBdyZ VelBdyX VelBdyY VelBdyZ        Heading          Pitch           Roll         Easting        Northing        H-Ell       UTCTime   Undulation        H-MSL
(m/s^2) (m/s^2) (m/s^2)   (m/s)   (m/s)   (m/s)          (deg)          (deg)          (deg)             (m)             (m)          (m)         (sec)          (m)          (m)
 -0.347   0.034  -0.210  -0.011  -0.003   0.003  12.1940029228  -0.2764693249 002.2520793687 586130.93014428 4139876.8724924      -24.617 1554925934.00      -32.658        8.041
 -0.512  -0.073  -0.132   0.001  -0.001  -0.002  12.1939971932  -0.2776324292 002.2681852123 586130.92975937 4139876.8725431      -24.617 1554925935.00      -32.658        8.041
 -0.464   0.098  -0.155   0.005  -0.002   0.002  12.1943237791  -0.2805602435 002.2720469479 586130.92964089 4139876.8724965      -24.617 1554925936.00      -32.658        8.042
 -0.343  -0.083  -0.085  -0.003   0.001  -0.004  12.1968104160  -0.2801591731 002.2810309261 586130.92932886 4139876.8725728      -24.617 1554925937.00      -32.658        8.042
 -0.505   0.071  -0.202   0.002   0.000  -0.002  12.1974979653  -0.2822103620 002.2852364363 586130.92919165 4139876.8725517      -24.617 1554925938.00      -32.658        8.042
 -0.460  -0.071  -0.117   0.003   0.002  -0.004  12.1962259990  -0.2799070717 002.2792891344 586130.92939515 4139876.8725648      -24.617 1554925939.00      -32.658        8.042
 -0.275   0.066  -0.177   0.004  -0.000   0.000  12.1980136273  -0.2810816351 002.2818903628 586130.92925472 4139876.8725668      -24.617 1554925940.00      -32.658        8.042
 -0.472  -0.081  -0.110  -0.003   0.000  -0.000  12.1980881118  -0.2788184518 002.2772092976 586130.92937283 4139876.8725977      -24.617 1554925941.00      -32.658        8.042
 -0.101  -0.045   0.139   0.005  -0.001   0.003  12.1976927710  -0.2750655783 002.2798964697 586130.92934377 4139876.8726947      -24.617 1554925942.00      -32.658        8.041
  0.266   0.060  -0.116   0.010  -0.004   0.008  12.1953665623  -0.2737592345 002.2708494661 586130.92965887 4139876.8726595      -24.617 1554925943.00      -32.658        8.041
 -0.241   0.105  -0.001   0.004   0.003  -0.005  12.1983631316  -0.2741201979 002.2656527389 586130.92965642 4139876.8726541      -24.617 1554925944.00      -32.658        8.041
  0.243  -0.175  -0.039  -0.005  -0.000   0.001  12.1950055989  -0.2754666487 002.2677669531 586130.92973817 4139876.8726012      -24.617 1554925945.00      -32.658        8.041
 -0.249   0.076  -0.049   0.002  -0.004   0.006  12.1960254638  -0.2738394486 002.2650282149 586130.92976859 4139876.8726356      -24.617 1554925946.00      -32.658        8.041
  0.033   0.070  -0.121  -0.010   0.001  -0.000  12.1980136273  -0.2746244008 002.2659907840 586130.92966040 4139876.8726406      -24.617 1554925947.00      -32.658        8.041
 -0.056   0.006   0.151   0.006   0.002  -0.004  12.1994460218  -0.2757817755 002.2695832293 586130.92951130 4139876.8726445      -24.617 1554925948.00      -32.658        8.041
  0.026   0.015  -0.204   0.001   0.000  -0.001  12.2006435036  -0.2765552686 002.2665809305 586130.92952911 4139876.8726231      -24.617 1554925949.00      -32.658        8.041
  0.074   0.044   0.122  -0.001  -0.001   0.002  12.2014628333  -0.2726018598 002.2691420518 586130.92945405 4139876.8727357      -24.617 1554925950.00      -32.658        8.041
  0.105  -0.088  -0.123  -0.002   0.002  -0.003  12.1999502247  -0.2723325696 002.2676065249 586130.92955372 4139876.8727203      -24.617 1554925951.00      -32.658        8.041
  0.029   0.009   0.138  -0.004  -0.003   0.007  12.1999502247  -0.2727852063 002.2752383228 586130.92937169 4139876.8727467      -24.617 1554925952.00      -32.658        8.041
 -0.037   0.037  -0.157  -0.007   0.002  -0.000  12.1976755822  -0.2719601470 002.2620431048 586130.92978013 4139876.8726806      -24.617 1554925953.00      -32.658        8.041
  0.033  -0.053   0.158   0.004   0.000   0.000  12.1983860499  -0.2702871103 002.2554540901 586130.92991423 4139876.8726945      -24.617 1554925954.00      -32.658        8.041
 -0.031  -0.027  -0.063  -0.006  -0.000   0.001  12.1964838300  -0.2706194258 002.2549040506 586130.93000380 4139876.8726661      -24.617 1554925955.00      -32.658        8.041
  0.164   0.098   0.132   0.005   0.000  -0.001  12.1966385286  -0.2717080456 002.2520908279 586130.93005851 4139876.8726285      -24.617 1554925956.00      -32.658        8.041
  0.040  -0.017  -0.061  -0.013  -0.003   0.005  12.1920033001  -0.2750254712 002.2521996898 586130.93023059 4139876.8725079      -24.617 1554925957.00      -32.658        8.041
  0.093  -0.052   0.129   0.003  -0.002   0.003  12.1881014575  -0.2731518993 002.2558494310 586130.93031398 4139876.8725327      -24.617 1554925958.00      -32.658        8.041
 -0.121   0.031  -0.146  -0.002  -0.003   0.005  12.1875972546  -0.2719372287 002.2557921352 586130.93034189 4139876.8725560      -24.617 1554925959.00      -32.658        8.041
  0.024   0.025   0.203   0.004   0.003  -0.001  12.1869841898  -0.2713184343 002.2515579771 586130.93046985 4139876.8725443      -24.617 1554925960.00      -32.658        8.041
 -0.078  -0.081   0.016   0.000   0.002  -0.001  12.1880728096  -0.2715246991 002.2544628731 586130.93035564 4139876.8725637      -24.617 1554925961.00      -32.658        8.041
  0.162   0.033   0.018   0.001  -0.001   0.002  12.1886457674  -0.2687630425 002.2522569856 586130.93039732 4139876.8726230      -24.617 1554925962.00      -32.658        8.041
 -0.022   0.014  -0.143  -0.001   0.004  -0.006  12.1906511197  -0.2670498987 002.2517928898 586130.93033404 4139876.8726796      -24.617 1554925963.00      -32.658        8.041
  0.146  -0.081   0.130   0.002   0.003  -0.004  12.1894192604  -0.2672561635 002.2508417799 586130.93040611 4139876.8726586      -24.617 1554925964.00      -32.658        8.041
 -0.139  -0.029  -0.064  -0.003  -0.000   0.000  12.1891098632  -0.2682874876 002.2494724107 586130.93044615 4139876.8726250      -24.617 1554925965.00      -32.658        8.041
  0.120   0.069   0.083   0.001   0.000   0.001  12.1899922182  -0.2686140735 002.2442642244 586130.93053105 4139876.8726004      -24.617 1554925966.00      -32.658        8.041
 -0.103  -0.090  -0.048   0.001   0.001  -0.001  12.1910521901  -0.2697428004 002.2493463600 586130.93036229 4139876.8726086      -24.617 1554925967.00      -32.658        8.041
  0.191  -0.048   0.148   0.007  -0.005   0.008  12.1922496719  -0.2705678596 002.2495239769 586130.93030491 4139876.8726015      -24.617 1554925968.00      -32.658        8.041
 -0.011   0.038  -0.119  -0.002  -0.002   0.003  12.1926564719  -0.2723669471 002.2531106927 586130.93019503 4139876.8725806      -24.617 1554925969.00      -32.658        8.041
  0.183  -0.004   0.078  -0.007  -0.000   0.003  12.1899406520  -0.2709746596 002.2541477463 586130.93028892 4139876.8725926      -24.617 1554925970.00      -32.658        8.041
 -0.185  -0.101  -0.090  -0.003  -0.000   0.000  12.1899521111  -0.2684135383 002.2586798425 586130.93019392 4139876.8726746      -24.617 1554925971.00      -32.658        8.041
  0.078   0.089   0.073   0.003  -0.003   0.006  12.1923585339  -0.2674165917 002.2546748675 586130.93019417 4139876.8727011      -24.617 1554925972.00      -32.658        8.041
 -0.172  -0.043  -0.010   0.003   0.001  -0.003  12.1945758806  -0.2696740454 002.2539414815 586130.93012691 4139876.8727142      -24.617 1554925973.00      -32.658        8.041
  0.204  -0.039   0.111   0.003  -0.001   0.001  12.1953207257  -0.2696797750 002.2515064109 586130.93132294 4139876.8732759      -24.616 1554925974.00      -32.658        8.042
 -0.117   0.000  -0.129  -0.002  -0.002  -0.001  12.1949024665  -0.2701553300 002.2499307770 586130.93206088 4139876.8736396      -24.615 1554925975.00      -32.658        8.043
  0.165   0.041  -0.001  -0.006  -0.002   0.002  12.1953894806  -0.2706079666 002.2515006813 586130.93227551 4139876.8735927      -24.614 1554925976.00      -32.658        8.044
 -0.164  -0.083  -0.012   0.005   0.025  -0.002  12.1871159701  -0.2274699742 002.1988573191 586130.93571514 4139876.8803993      -24.614 1554925977.00      -32.658        8.044
 -0.368   1.015  -0.034   0.004   0.471  -0.013  12.2207485926  -0.1319407211 002.4645664966 586130.96751353 4139877.0496271      -24.621 1554925978.00      -32.658        8.038
 -0.314   1.436  -0.054   0.056   2.249   0.035  12.3298053794  -0.0695169693 003.0274230458 586131.22597603 4139878.2873777      -24.635 1554925979.00      -32.658        8.024
  0.140   1.296   0.189   0.046   3.778  -0.021  12.6364237434  -0.1289269631 002.9323235110 586131.87218444 4139881.2387960      -24.663 1554925980.00      -32.658        7.995
 -0.062   0.091   0.348   0.022   3.998  -0.085  13.2386482227   0.0522652101 002.6878767973 586132.76676485 4139885.1467824      -24.702 1554925981.00      -32.658        7.956
 -0.176   0.166  -0.324   0.008   4.043  -0.007  13.9016864424   0.5921346925 002.5449753936 586133.69658383 4139889.0135171      -24.729 1554925982.00      -32.658        7.929
  0.158   0.736  -0.135   0.065   4.699  -0.005  14.7383251444   0.7231300332 002.2837753939 586134.75941923 4139893.2320035      -24.718 1554925983.00      -32.658        7.940
 -0.189   0.996   0.070   0.021   5.407  -0.020  15.2347128598  -0.0097517417 001.7613410172 586136.04805206 4139898.1133070      -24.686 1554925984.00      -32.658        7.972
  0.143   0.478   0.454   0.055   6.014  -0.047  15.4697745249  -0.4873292526 001.6875612419 586137.54044617 4139903.6456616      -24.729 1554925985.00      -32.658        7.929
 -0.581   0.280  -0.258   0.082   6.264  -0.027  15.1836394020  -0.3218132048 002.1479901261 586139.14988890 4139909.5788131      -24.821 1554925986.00      -32.658        7.837
  0.505  -0.260   0.223   0.090   6.226  -0.025  14.6476545734   0.1205102130 001.8039862659 586140.74277998 4139915.6313398      -24.888 1554925987.00      -32.658        7.770
  0.279   0.873  -0.043   0.080   6.458  -0.061  14.3956104393   0.0333346845 001.7526950840 586142.28650852 4139921.7328274      -24.916 1554925988.00      -32.658        7.741
 -0.747   0.624   0.196   0.038   7.290  -0.068  13.9614975066   0.1629205490 002.1198578983 586143.95044976 4139928.3772759      -24.959 1554925989.00      -32.658        7.698
  0.402   0.659   0.176   0.075   8.097  -0.047  13.1586862328   0.1173646748 001.9357550996 586145.73578873 4139935.8655597      -24.997 1554925990.00      -32.658        7.661
 -0.142  -0.167  -0.268   0.094   8.393  -0.055  12.0714357912   0.0826377028 001.2731981644 586147.54147477 4139944.0089607      -25.033 1554925991.00      -32.658        7.625
  0.381   0.433   0.087   0.023   8.511  -0.075  12.1110271749  -0.0175726156 001.6417131591 586149.23630037 4139952.2383497      -25.075 1554925992.00      -32.657        7.582
  0.699  -0.216   0.118   0.065   8.390  -0.062  12.5184975700  -0.1676875579 001.4319762286 586150.99924985 4139960.5250723      -25.131 1554925993.00      -32.657        7.527
  0.284   0.105  -0.178   0.050   8.215  -0.080  14.4212388415  -0.3298460731 001.2095024464 586152.84882171 4139968.5926081      -25.200 1554925994.00      -32.657        7.457
  0.204  -0.118   0.542  -0.002   8.125  -0.043  17.8138193493  -0.4415384657 000.2403672542 586155.01434702 4139976.4485148      -25.283 1554925995.00      -32.657        7.375
  1.178   0.131  -0.243  -0.060   8.303  -0.041  23.5745604750  -0.5115252603 -00.1751302797 586157.76908546 4139984.1682945      -25.368 1554925996.00      -32.657        7.289
  0.808   0.021  -0.730  -0.103   8.558  -0.063  31.2562686597  -0.5672224876 -00.5668214171 586161.49960446 4139991.6914135      -25.474 1554925997.00      -32.657        7.183
  2.336   0.235   1.277  -0.121   9.060  -0.099  39.7926465282  -0.4915233037 000.2696855046 586166.44314194 4139998.9282756      -25.586 1554925998.00      -32.657        7.071
  1.745   0.288   0.457  -0.057   9.540  -0.090  49.2749032320   0.0832221197 000.8124942605 586172.81772676 4140005.6783058      -25.699 1554925999.00      -32.657        6.958
  1.578   0.329   0.225  -0.071   9.991  -0.021  59.3815578817   0.4585954192 000.5556831176 586180.62825405 4140011.5153806      -25.704 1554926000.00      -32.657        6.953
  0.858   0.674  -0.341  -0.053  10.533   0.035  67.7832792092   0.0860869087 000.0701243045 586189.74973677 4140016.1874487      -25.664 1554926001.00      -32.657        6.993
  0.267   0.412  -0.034  -0.011  11.127  -0.033  72.3849782817   0.0019881635 001.3587063858 586199.89618678 4140019.9832916      -25.709 1554926002.00      -32.657        6.947
  0.596   0.056   0.451   0.055  11.194  -0.137  73.9435151577   0.1618032813 001.7175383937 586210.57915228 4140023.2852492      -25.764 1554926003.00      -32.657        6.893
 -0.216   0.459   0.500   0.061  11.432  -0.087  74.7484635641   0.1617574447 001.9852758418 586221.36850030 4140026.3594512      -25.793 1554926004.00      -32.657        6.864
  0.126   0.987  -0.185   0.085  12.388  -0.086  74.8645505429   0.2728195837 002.3695471759 586232.82250556 4140029.5033750      -25.832 1554926005.00      -32.657        6.825
 -0.510   1.222   0.099   0.116  13.484  -0.093  74.6515305643   0.2013488284 002.4336496940 586245.30398961 4140032.9083935      -25.880 1554926006.00      -32.657        6.777
  0.099   0.739  -0.153   0.116  14.552  -0.112  73.9044165177   0.3973977971 002.1803507823 586258.80051522 4140036.7206806      -25.921 1554926007.00      -32.656        6.736
  0.128  -0.114   0.173   0.111  14.699  -0.073  73.2599192123   0.2972447745 001.9468131850 586272.90415955 4140040.8961646      -25.916 1554926008.00      -32.656        6.741
 -0.254   0.448  -0.007   0.101  14.948  -0.089  72.9414807289   0.3584137487 002.0806561260 586286.99752228 4140045.2384570      -25.918 1554926009.00      -32.656        6.738
 -0.263   0.729  -0.041   0.127  15.812  -0.137  72.8077810274   0.4531580497 002.2686722264 586301.65483929 4140049.8174180      -25.924 1554926010.00      -32.656        6.732
 -0.936   0.723   0.044   0.128  16.744  -0.124  72.9171644001   0.3657361494 002.0795044808 586317.17107311 4140054.6814827      -25.927 1554926011.00      -32.656        6.729
 -0.121   0.961  -0.341   0.087  17.681  -0.129  73.1052950921   0.3689046060 001.8371834405 586333.60884796 4140059.7805978      -25.952 1554926012.00      -32.656        6.705
 -0.517   0.398   0.065   0.211  18.549  -0.097  72.7154947154   0.5155302353 002.5855064280 586350.93188649 4140065.1452237      -25.959 1554926013.00      -32.656        6.697
  0.500   0.829  -0.061   0.080  19.219  -0.098  72.6643066660   0.6232061938 001.7304528624 586368.94821925 4140070.8440781      -25.888 1554926014.00      -32.656        6.768
  0.755  -0.293   0.103   0.049  19.325  -0.069  73.1970084464   0.5332518199 000.9842670075 586387.42833757 4140076.6259508      -25.812 1554926015.00      -32.656        6.844
 -0.854   0.065  -0.183   0.083  19.255  -0.086  73.3781719717   0.7031338062 001.4559373236 586405.84267518 4140082.2542003      -25.710 1554926016.00      -32.656        6.946
 -0.299   0.073  -0.472   0.134  19.573  -0.030  73.3924844574   0.2954571462 002.0591988565 586424.42656441 4140087.8885574      -25.617 1554926017.00      -32.656        7.039
 -1.094   0.405  -0.921   0.126  20.033  -0.116  73.3173009355  -1.1208658755 001.3018231359 586443.35105961 4140093.6236583      -25.779 1554926018.00      -32.656        6.877
 -0.035   0.484   0.597   0.131  20.560  -0.102  73.4977826410  -0.4965023069 001.5270241973 586462.74579045 4140099.5079452      -26.159 1554926019.00      -32.656        6.497
  0.492   0.345   0.307   0.079  21.210  -0.116  73.3801142986  -0.1242688162 001.3435803000 586482.74115584 4140105.5761326      -26.408 1554926020.00      -32.656        6.248
 -0.215   1.050  -0.439   0.181  21.875  -0.075  73.3615733843   0.1268585854 001.5467110271 586503.36437804 4140111.8429649      -26.508 1554926021.00      -32.656        6.147
  0.375   0.595  -0.289   0.125  22.480  -0.108  73.3853568624   0.1537704131 001.7234513182 586524.59930853 4140118.2944726      -26.577 1554926022.00      -32.656        6.078
  0.525   0.080  -0.428   0.143  22.902  -0.035  73.5056779994  -0.2546625512 000.5405283839 586546.33858778 4140124.8567091      -26.661 1554926023.00      -32.655        5.994
  0.864  -0.865   0.131   0.173  23.124  -0.029  73.4755633377   0.1624621828 000.2742634374 586568.40741933 4140131.5266313      -26.901 1554926024.00      -32.655        5.755
 -0.045   0.461  -0.127   0.109  23.392  -0.165  73.6710565374   0.0375344652 001.1191412725 586590.67463219 4140138.2512695      -27.053 1554926025.00      -32.655        5.602
  0.516  -0.149   0.063   0.089  23.559  -0.125  73.9740767265  -0.0796124856 001.0598515999 586613.16348707 4140144.9262598      -27.157 1554926026.00      -32.655        5.499
 -0.063  -0.319   0.135   0.140  23.597  -0.110  74.0114221156   0.2097254713 001.2135819059 586635.83923826 4140151.5479422      -27.205 1554926027.00      -32.655        5.450
 -0.371   0.211   0.063   0.167  23.345  -0.109  74.0334867203   0.5020485384 001.6695474488 586658.35137127 4140158.1074925      -27.196 1554926028.00      -32.655        5.459
 -0.481   0.447  -0.068   0.199  23.274  -0.086  73.7082357687   0.0951854785 001.5568523801 586680.70164261 4140164.6552005      -27.190 1554926029.00      -32.655        5.465
 -0.133   0.123  -0.086   0.151  23.448  -0.171  73.6895802629   0.0774180573 001.3381028235 586703.09757146 4140171.2949003      -27.316 1554926030.00      -32.655        5.338
  0.321   0.478  -0.090   0.172  23.605  -0.177  73.4036685935   0.2151399225 001.7076033056 586725.62212001 4140178.0415251      -27.390 1554926031.00      -32.655        5.265
